ticker,date,source,headline,vader_score,vader_label
AAPL,2023-12-25,TechRadar,"Amazon just launched a surprise tech sale: stock up and save on TVs, Apple devices, smart home gadgets, and more",0.8481,positive
AAPL,2024-04-28,NBC News,Apple’s 3-day loss in market cap swells to almost $640 billion,-0.3182,negative
AAPL,2023-06-28,MacRumors,Apple's Stock Had a Wild Morning,0.0,neutral
AAPL,2023-06-06,MacRumors,Apple Stock Sell-Off Continues After China Unveils Matching Tariffs,0.0,neutral
AAPL,2024-12-01,Motley Fool Australia,Which Magnificent 7 stock is most impacted by Trump's tariffs?,0.5994,positive
AAPL,2023-05-24,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2023-07-11,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2023-10-30,The Verge,Apple has its biggest stock drop in five years because of Trump’s tariffs,-0.2732,negative
AAPL,2023-05-25,New York Post,'Pray to God that we all survive',0.5267,positive
AAPL,2023-09-24,9to5Mac,Apple stock soared over 15% today ahead of possible tariff exemptions,0.0,neutral
AAPL,2024-10-10,TechRadar,"Amazon just launched a surprise tech sale: stock up and save on TVs, Apple devices, smart home gadgets, and more",0.8481,positive
AAPL,2024-03-15,NBC News,Apple’s 3-day loss in market cap swells to almost $640 billion,-0.3182,negative
AAPL,2024-02-13,MacRumors,Apple's Stock Had a Wild Morning,0.0,neutral
AAPL,2023-11-28,MacRumors,Apple Stock Sell-Off Continues After China Unveils Matching Tariffs,0.0,neutral
AAPL,2024-04-19,Motley Fool Australia,Which Magnificent 7 stock is most impacted by Trump's tariffs?,0.5994,positive
AAPL,2024-10-10,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2024-10-31,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2024-03-09,The Verge,Apple has its biggest stock drop in five years because of Trump’s tariffs,-0.2732,negative
AAPL,2024-03-29,New York Post,'Pray to God that we all survive',0.5267,positive
AAPL,2024-11-24,9to5Mac,Apple stock soared over 15% today ahead of possible tariff exemptions,0.0,neutral
AAPL,2023-06-20,TechRadar,"Amazon just launched a surprise tech sale: stock up and save on TVs, Apple devices, smart home gadgets, and more",0.8481,positive
AAPL,2023-10-29,NBC News,Apple’s 3-day loss in market cap swells to almost $640 billion,-0.3182,negative
AAPL,2023-04-22,MacRumors,Apple's Stock Had a Wild Morning,0.0,neutral
AAPL,2023-12-04,MacRumors,Apple Stock Sell-Off Continues After China Unveils Matching Tariffs,0.0,neutral
AAPL,2023-06-14,Motley Fool Australia,Which Magnificent 7 stock is most impacted by Trump's tariffs?,0.5994,positive
AAPL,2023-02-08,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2023-12-02,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2023-05-16,The Verge,Apple has its biggest stock drop in five years because of Trump’s tariffs,-0.2732,negative
AAPL,2024-02-09,New York Post,'Pray to God that we all survive',0.5267,positive
AAPL,2023-07-30,9to5Mac,Apple stock soared over 15% today ahead of possible tariff exemptions,0.0,neutral
AAPL,2024-03-06,TechRadar,"Amazon just launched a surprise tech sale: stock up and save on TVs, Apple devices, smart home gadgets, and more",0.8481,positive
AAPL,2024-04-16,NBC News,Apple’s 3-day loss in market cap swells to almost $640 billion,-0.3182,negative
AAPL,2023-04-06,MacRumors,Apple's Stock Had a Wild Morning,0.0,neutral
AAPL,2024-07-02,MacRumors,Apple Stock Sell-Off Continues After China Unveils Matching Tariffs,0.0,neutral
AAPL,2023-02-14,Motley Fool Australia,Which Magnificent 7 stock is most impacted by Trump's tariffs?,0.5994,positive
AAPL,2023-05-11,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2024-06-28,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2024-05-13,The Verge,Apple has its biggest stock drop in five years because of Trump’s tariffs,-0.2732,negative
AAPL,2023-06-11,New York Post,'Pray to God that we all survive',0.5267,positive
AAPL,2023-03-08,9to5Mac,Apple stock soared over 15% today ahead of possible tariff exemptions,0.0,neutral
AAPL,2024-08-22,TechRadar,"Amazon just launched a surprise tech sale: stock up and save on TVs, Apple devices, smart home gadgets, and more",0.8481,positive
AAPL,2024-05-28,NBC News,Apple’s 3-day loss in market cap swells to almost $640 billion,-0.3182,negative
AAPL,2023-09-21,MacRumors,Apple's Stock Had a Wild Morning,0.0,neutral
AAPL,2024-07-14,MacRumors,Apple Stock Sell-Off Continues After China Unveils Matching Tariffs,0.0,neutral
AAPL,2023-11-15,Motley Fool Australia,Which Magnificent 7 stock is most impacted by Trump's tariffs?,0.5994,positive
AAPL,2024-01-27,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2023-08-05,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2023-09-15,The Verge,Apple has its biggest stock drop in five years because of Trump’s tariffs,-0.2732,negative
AAPL,2023-03-13,New York Post,'Pray to God that we all survive',0.5267,positive
AAPL,2024-08-24,9to5Mac,Apple stock soared over 15% today ahead of possible tariff exemptions,0.0,neutral
AAPL,2024-12-20,TechRadar,"Amazon just launched a surprise tech sale: stock up and save on TVs, Apple devices, smart home gadgets, and more",0.8481,positive
AAPL,2024-09-05,NBC News,Apple’s 3-day loss in market cap swells to almost $640 billion,-0.3182,negative
AAPL,2024-02-04,MacRumors,Apple's Stock Had a Wild Morning,0.0,neutral
AAPL,2024-08-14,MacRumors,Apple Stock Sell-Off Continues After China Unveils Matching Tariffs,0.0,neutral
AAPL,2023-10-20,Motley Fool Australia,Which Magnificent 7 stock is most impacted by Trump's tariffs?,0.5994,positive
AAPL,2023-11-10,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2023-10-08,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2023-12-15,The Verge,Apple has its biggest stock drop in five years because of Trump’s tariffs,-0.2732,negative
AAPL,2023-02-19,New York Post,'Pray to God that we all survive',0.5267,positive
AAPL,2024-09-16,9to5Mac,Apple stock soared over 15% today ahead of possible tariff exemptions,0.0,neutral
AAPL,2023-02-27,TechRadar,"Amazon just launched a surprise tech sale: stock up and save on TVs, Apple devices, smart home gadgets, and more",0.8481,positive
AAPL,2023-01-02,NBC News,Apple’s 3-day loss in market cap swells to almost $640 billion,-0.3182,negative
AAPL,2024-06-14,MacRumors,Apple's Stock Had a Wild Morning,0.0,neutral
AAPL,2024-05-28,MacRumors,Apple Stock Sell-Off Continues After China Unveils Matching Tariffs,0.0,neutral
AAPL,2024-06-24,Motley Fool Australia,Which Magnificent 7 stock is most impacted by Trump's tariffs?,0.5994,positive
AAPL,2023-12-31,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2023-05-07,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2023-10-22,The Verge,Apple has its biggest stock drop in five years because of Trump’s tariffs,-0.2732,negative
AAPL,2023-09-07,New York Post,'Pray to God that we all survive',0.5267,positive
AAPL,2023-06-20,9to5Mac,Apple stock soared over 15% today ahead of possible tariff exemptions,0.0,neutral
AAPL,2023-10-09,TechRadar,"Amazon just launched a surprise tech sale: stock up and save on TVs, Apple devices, smart home gadgets, and more",0.8481,positive
AAPL,2023-11-04,NBC News,Apple’s 3-day loss in market cap swells to almost $640 billion,-0.3182,negative
AAPL,2023-03-28,MacRumors,Apple's Stock Had a Wild Morning,0.0,neutral
AAPL,2023-10-15,MacRumors,Apple Stock Sell-Off Continues After China Unveils Matching Tariffs,0.0,neutral
AAPL,2024-03-08,Motley Fool Australia,Which Magnificent 7 stock is most impacted by Trump's tariffs?,0.5994,positive
AAPL,2024-06-10,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2023-12-15,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2024-11-12,The Verge,Apple has its biggest stock drop in five years because of Trump’s tariffs,-0.2732,negative
AAPL,2023-08-06,New York Post,'Pray to God that we all survive',0.5267,positive
AAPL,2024-07-11,9to5Mac,Apple stock soared over 15% today ahead of possible tariff exemptions,0.0,neutral
AAPL,2024-09-05,TechRadar,"Amazon just launched a surprise tech sale: stock up and save on TVs, Apple devices, smart home gadgets, and more",0.8481,positive
AAPL,2023-01-25,NBC News,Apple’s 3-day loss in market cap swells to almost $640 billion,-0.3182,negative
AAPL,2024-07-23,MacRumors,Apple's Stock Had a Wild Morning,0.0,neutral
AAPL,2024-06-02,MacRumors,Apple Stock Sell-Off Continues After China Unveils Matching Tariffs,0.0,neutral
AAPL,2024-08-31,Motley Fool Australia,Which Magnificent 7 stock is most impacted by Trump's tariffs?,0.5994,positive
AAPL,2023-09-21,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2023-09-23,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2023-09-16,The Verge,Apple has its biggest stock drop in five years because of Trump’s tariffs,-0.2732,negative
AAPL,2023-10-28,New York Post,'Pray to God that we all survive',0.5267,positive
AAPL,2023-09-22,9to5Mac,Apple stock soared over 15% today ahead of possible tariff exemptions,0.0,neutral
AAPL,2023-05-01,TechRadar,"Amazon just launched a surprise tech sale: stock up and save on TVs, Apple devices, smart home gadgets, and more",0.8481,positive
AAPL,2024-11-03,NBC News,Apple’s 3-day loss in market cap swells to almost $640 billion,-0.3182,negative
AAPL,2023-02-27,MacRumors,Apple's Stock Had a Wild Morning,0.0,neutral
AAPL,2024-05-14,MacRumors,Apple Stock Sell-Off Continues After China Unveils Matching Tariffs,0.0,neutral
AAPL,2023-08-26,Motley Fool Australia,Which Magnificent 7 stock is most impacted by Trump's tariffs?,0.5994,positive
AAPL,2023-09-29,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2024-11-29,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2023-09-03,The Verge,Apple has its biggest stock drop in five years because of Trump’s tariffs,-0.2732,negative
AAPL,2024-04-04,New York Post,'Pray to God that we all survive',0.5267,positive
AAPL,2023-06-28,9to5Mac,Apple stock soared over 15% today ahead of possible tariff exemptions,0.0,neutral
AAPL,2024-05-09,TechRadar,"Amazon just launched a surprise tech sale: stock up and save on TVs, Apple devices, smart home gadgets, and more",0.8481,positive
AAPL,2024-11-10,NBC News,Apple’s 3-day loss in market cap swells to almost $640 billion,-0.3182,negative
AAPL,2024-11-20,MacRumors,Apple's Stock Had a Wild Morning,0.0,neutral
AAPL,2023-07-14,MacRumors,Apple Stock Sell-Off Continues After China Unveils Matching Tariffs,0.0,neutral
AAPL,2024-04-05,Motley Fool Australia,Which Magnificent 7 stock is most impacted by Trump's tariffs?,0.5994,positive
AAPL,2024-03-15,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2024-09-15,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2024-07-25,The Verge,Apple has its biggest stock drop in five years because of Trump’s tariffs,-0.2732,negative
AAPL,2024-06-15,New York Post,'Pray to God that we all survive',0.5267,positive
AAPL,2024-09-17,9to5Mac,Apple stock soared over 15% today ahead of possible tariff exemptions,0.0,neutral
AAPL,2023-10-01,TechRadar,"Amazon just launched a surprise tech sale: stock up and save on TVs, Apple devices, smart home gadgets, and more",0.8481,positive
AAPL,2024-05-25,NBC News,Apple’s 3-day loss in market cap swells to almost $640 billion,-0.3182,negative
AAPL,2024-12-29,MacRumors,Apple's Stock Had a Wild Morning,0.0,neutral
AAPL,2023-11-07,MacRumors,Apple Stock Sell-Off Continues After China Unveils Matching Tariffs,0.0,neutral
AAPL,2024-05-19,Motley Fool Australia,Which Magnificent 7 stock is most impacted by Trump's tariffs?,0.5994,positive
AAPL,2023-08-25,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2024-03-25,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2024-08-21,The Verge,Apple has its biggest stock drop in five years because of Trump’s tariffs,-0.2732,negative
AAPL,2023-06-01,New York Post,'Pray to God that we all survive',0.5267,positive
AAPL,2023-11-05,9to5Mac,Apple stock soared over 15% today ahead of possible tariff exemptions,0.0,neutral
AAPL,2024-09-18,TechRadar,"Amazon just launched a surprise tech sale: stock up and save on TVs, Apple devices, smart home gadgets, and more",0.8481,positive
AAPL,2024-10-24,NBC News,Apple’s 3-day loss in market cap swells to almost $640 billion,-0.3182,negative
AAPL,2024-06-25,MacRumors,Apple's Stock Had a Wild Morning,0.0,neutral
AAPL,2023-02-16,MacRumors,Apple Stock Sell-Off Continues After China Unveils Matching Tariffs,0.0,neutral
AAPL,2023-06-17,Motley Fool Australia,Which Magnificent 7 stock is most impacted by Trump's tariffs?,0.5994,positive
AAPL,2023-07-30,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2023-04-06,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2024-11-22,The Verge,Apple has its biggest stock drop in five years because of Trump’s tariffs,-0.2732,negative
AAPL,2024-12-14,New York Post,'Pray to God that we all survive',0.5267,positive
AAPL,2023-06-01,9to5Mac,Apple stock soared over 15% today ahead of possible tariff exemptions,0.0,neutral
AAPL,2023-10-18,TechRadar,"Amazon just launched a surprise tech sale: stock up and save on TVs, Apple devices, smart home gadgets, and more",0.8481,positive
AAPL,2023-10-27,NBC News,Apple’s 3-day loss in market cap swells to almost $640 billion,-0.3182,negative
AAPL,2024-02-03,MacRumors,Apple's Stock Had a Wild Morning,0.0,neutral
AAPL,2023-04-03,MacRumors,Apple Stock Sell-Off Continues After China Unveils Matching Tariffs,0.0,neutral
AAPL,2023-04-05,Motley Fool Australia,Which Magnificent 7 stock is most impacted by Trump's tariffs?,0.5994,positive
AAPL,2024-10-26,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2023-11-16,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2023-06-24,The Verge,Apple has its biggest stock drop in five years because of Trump’s tariffs,-0.2732,negative
AAPL,2023-02-25,New York Post,'Pray to God that we all survive',0.5267,positive
AAPL,2023-03-24,9to5Mac,Apple stock soared over 15% today ahead of possible tariff exemptions,0.0,neutral
AAPL,2023-12-01,TechRadar,"Amazon just launched a surprise tech sale: stock up and save on TVs, Apple devices, smart home gadgets, and more",0.8481,positive
AAPL,2024-11-28,NBC News,Apple’s 3-day loss in market cap swells to almost $640 billion,-0.3182,negative
AAPL,2024-10-09,MacRumors,Apple's Stock Had a Wild Morning,0.0,neutral
AAPL,2023-06-14,MacRumors,Apple Stock Sell-Off Continues After China Unveils Matching Tariffs,0.0,neutral
AAPL,2023-04-22,Motley Fool Australia,Which Magnificent 7 stock is most impacted by Trump's tariffs?,0.5994,positive
AAPL,2024-11-29,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2023-07-04,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2024-05-29,The Verge,Apple has its biggest stock drop in five years because of Trump’s tariffs,-0.2732,negative
AAPL,2024-11-15,New York Post,'Pray to God that we all survive',0.5267,positive
AAPL,2024-11-28,9to5Mac,Apple stock soared over 15% today ahead of possible tariff exemptions,0.0,neutral
AAPL,2023-12-11,TechRadar,"Amazon just launched a surprise tech sale: stock up and save on TVs, Apple devices, smart home gadgets, and more",0.8481,positive
AAPL,2023-04-06,NBC News,Apple’s 3-day loss in market cap swells to almost $640 billion,-0.3182,negative
AAPL,2023-02-03,MacRumors,Apple's Stock Had a Wild Morning,0.0,neutral
AAPL,2023-07-14,MacRumors,Apple Stock Sell-Off Continues After China Unveils Matching Tariffs,0.0,neutral
AAPL,2023-08-31,Motley Fool Australia,Which Magnificent 7 stock is most impacted by Trump's tariffs?,0.5994,positive
AAPL,2023-05-28,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2023-11-04,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2024-07-04,The Verge,Apple has its biggest stock drop in five years because of Trump’s tariffs,-0.2732,negative
AAPL,2024-11-26,New York Post,'Pray to God that we all survive',0.5267,positive
AAPL,2023-05-24,9to5Mac,Apple stock soared over 15% today ahead of possible tariff exemptions,0.0,neutral
AAPL,2023-04-20,TechRadar,"Amazon just launched a surprise tech sale: stock up and save on TVs, Apple devices, smart home gadgets, and more",0.8481,positive
AAPL,2023-06-20,NBC News,Apple’s 3-day loss in market cap swells to almost $640 billion,-0.3182,negative
AAPL,2024-12-28,MacRumors,Apple's Stock Had a Wild Morning,0.0,neutral
AAPL,2024-08-04,MacRumors,Apple Stock Sell-Off Continues After China Unveils Matching Tariffs,0.0,neutral
AAPL,2024-07-18,Motley Fool Australia,Which Magnificent 7 stock is most impacted by Trump's tariffs?,0.5994,positive
AAPL,2023-08-17,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2024-10-28,Toronto Star,Stock markets plunge as Trump tariffs wreak havoc,-0.5994,negative
AAPL,2024-03-29,The Verge,Apple has its biggest stock drop in five years because of Trump’s tariffs,-0.2732,negative
GOOGL,2024-07-15,Motley Fool Australia,Why Alphabet stock plunged 22% in the first quarter,0.0,neutral
GOOGL,2023-05-07,CNBC,Jim Cramer's top 10 things to watch in the stock market Tuesday,0.2023,positive
GOOGL,2024-12-09,Motley Fool Australia,Alphabet stock has lost over $500 billion in market cap. Is the Google parent a top AI stock to buy now?,-0.128,negative
GOOGL,2023-08-16,9to5Google,Android 14 update rolling out to Chromecast with Google TV,0.0,neutral
GOOGL,2023-05-27,New York Post,Google parent Alphabet's stock sinks as Trump's DOJ confirms push for antitrust breakup,0.0,neutral
GOOGL,2024-10-12,Gizmodo,"Chegg Sues Google, Says AI Search Results Are Killing Its Business",-0.6597,negative
GOOGL,2024-04-20,Android Central,"These are the best Android multitasking UIs, ranked",0.6369,positive
GOOGL,2024-03-15,9to5Google,Google's Pixel 9 Pro Fold case is finally back in stock,0.0,neutral
GOOGL,2023-06-16,Yahoo Finance,Google Parent Alphabet’s Stock Tumbles Amid Worries Whether AI Spending Will Pay Off,-0.4939,negative
GOOGL,2023-01-21,Yahoo Canada Finance,"Alphabet stock tumbles after cloud revenue miss, spending growth",0.25,positive
GOOGL,2023-08-04,Motley Fool Australia,Why Alphabet stock plunged 22% in the first quarter,0.0,neutral
GOOGL,2023-05-30,CNBC,Jim Cramer's top 10 things to watch in the stock market Tuesday,0.2023,positive
GOOGL,2024-05-09,Motley Fool Australia,Alphabet stock has lost over $500 billion in market cap. Is the Google parent a top AI stock to buy now?,-0.128,negative
GOOGL,2024-06-25,9to5Google,Android 14 update rolling out to Chromecast with Google TV,0.0,neutral
GOOGL,2023-01-15,New York Post,Google parent Alphabet's stock sinks as Trump's DOJ confirms push for antitrust breakup,0.0,neutral
GOOGL,2024-11-05,Gizmodo,"Chegg Sues Google, Says AI Search Results Are Killing Its Business",-0.6597,negative
GOOGL,2023-11-30,Android Central,"These are the best Android multitasking UIs, ranked",0.6369,positive
GOOGL,2024-08-28,9to5Google,Google's Pixel 9 Pro Fold case is finally back in stock,0.0,neutral
GOOGL,2024-02-12,Yahoo Finance,Google Parent Alphabet’s Stock Tumbles Amid Worries Whether AI Spending Will Pay Off,-0.4939,negative
GOOGL,2023-06-07,Yahoo Canada Finance,"Alphabet stock tumbles after cloud revenue miss, spending growth",0.25,positive
GOOGL,2024-06-27,Motley Fool Australia,Why Alphabet stock plunged 22% in the first quarter,0.0,neutral
GOOGL,2023-03-24,CNBC,Jim Cramer's top 10 things to watch in the stock market Tuesday,0.2023,positive
GOOGL,2023-02-11,Motley Fool Australia,Alphabet stock has lost over $500 billion in market cap. Is the Google parent a top AI stock to buy now?,-0.128,negative
GOOGL,2024-06-01,9to5Google,Android 14 update rolling out to Chromecast with Google TV,0.0,neutral
